5.699	14.225
8.452	15.618
9.783	16.597
14.224	16.722
16.343	21.401
21.559	23.656
26.990	31.907
31.062	34.279
32.161	35.496
32.353	38.432
32.911	39.015
33.269	40.280
34.897	42.319
32.431	42.470
33.698	42.935
37.258	43.944
41.738	45.032
43.996	45.166
45.819	47.671
44.817	48.244
54.473	64.547
62.422	68.951
64.573	71.442
65.215	73.269
66.411	73.382
63.634	73.463
71.461	74.663
74.645	76.147
75.115	77.430
79.531	84.547
80.603	84.919
89.025	97.622
88.687	97.993
93.985	99.993
94.307	100.799
92.054	101.332
93.665	102.764
105.081	108.029
108.759	111.387
111.627	112.640
111.739	114.859
122.223	129.538
125.547	130.747
123.108	131.792
135.315	138.930
125.619	139.188
142.195	144.727
146.972	147.056
149.225	150.936
149.887	155.147
153.284	157.274
151.319	158.268
155.675	159.270
162.351	165.475
163.378	167.065
165.957	168.097
167.232	174.018
173.311	177.462
177.952	184.729
185.090	186.246
175.093	186.760
186.896	188.591
189.965	191.170
192.730	198.474
195.235	204.022
202.460	207.418
205.923	212.269
208.372	214.566
213.039	218.330
214.858	223.604
215.429	223.934
215.267	226.748
220.131	228.101
221.640	228.429
222.707	229.224
224.889	230.293
228.395	231.843
226.092	231.914
232.966	234.949
238.595	239.942
241.015	242.647
241.561	245.268
245.689	249.557
250.379	256.129
253.170	257.884
256.530	264.273
263.298	267.057
261.867	267.465
259.463	267.569
259.809	268.579
265.729	269.076
265.827	269.284
267.125	271.471
263.960	271.621
268.796	272.417
271.029	274.629
276.448	278.379
273.953	280.883
285.828	291.568
288.749	294.020
292.700	299.687
293.450	299.852
297.513	303.119
294.697	304.179
295.803	304.461
305.233	308.575
307.507	309.898
306.423	309.920
306.764	311.914
307.633	311.983
310.342	312.134
313.058	317.020
319.874	322.246
322.899	325.173
324.241	331.116
330.544	333.756
333.142	335.535
335.347	337.228
335.512	337.631
337.264	340.663
341.645	343.644
341.877	347.951
345.371	349.424
355.361	362.158
356.420	362.726
375.784	381.462
373.018	382.445
378.595	383.839
386.917	388.365
387.938	391.950
392.852	394.503
398.641	406.156
399.674	406.403
406.218	409.907
407.406	412.717
408.099	413.392
419.926	425.825
420.233	426.255
422.176	427.193
423.617	428.003
421.656	429.514
424.570	430.138
432.277	433.838
432.626	436.852
432.240	437.584
436.257	441.808
439.704	445.123
442.640	446.124
446.525	447.527
445.680	450.309
446.780	452.368
448.777	453.699
449.751	454.568
450.759	456.862
456.607	457.169
457.319	460.656
460.708	462.120
465.453	469.383
468.650	472.081
472.562	476.529
481.222	488.183
482.687	489.556
482.944	489.564
490.016	490.326
490.602	492.384
483.219	493.325
490.930	493.976
492.770	495.139
498.315	498.944
500.395	501.166
503.101	508.139
509.739	518.314
515.049	520.007
513.887	521.297
517.460	521.733
522.294	523.407
516.475	525.097
524.746	525.588
520.662	525.831
526.204	527.223
528.039	531.204
529.982	534.614
533.469	537.598
532.111	537.789
533.767	539.454
534.972	540.492
538.042	540.586
539.471	544.142
547.766	549.345
558.772	565.072
557.800	567.252
562.486	568.155
564.650	569.258
561.535	569.608
562.875	570.286
566.860	570.913
571.447	573.680
562.970	574.827
583.221	590.865
582.333	591.520
593.010	595.866
595.191	597.458
600.841	601.339
605.536	612.137
606.661	612.670
608.161	613.526
613.326	615.504
612.033	617.843
616.901	620.139
617.524	620.436
617.741	620.973
619.369	621.967
623.849	628.769
629.403	630.220
633.614	639.924
636.633	642.997
637.566	643.516
646.077	651.990
651.419	656.600
654.747	658.061
655.088	658.635
655.667	660.549
655.731	662.166
657.809	662.457
659.912	663.926
664.875	665.368
669.660	678.698
671.631	679.535
670.239	680.417
671.541	680.740
680.231	682.583
672.764	682.998
674.006	684.006
672.781	684.644
675.106	687.063
681.847	687.362
681.782	687.423
694.898	701.535
695.294	701.544
695.159	703.030
698.784	703.579
698.462	704.111
703.296	706.766
701.537	708.900
707.204	710.468
706.599	711.758
704.453	712.428
713.489	715.682
713.788	715.758
713.701	717.645
716.083	717.850
719.802	721.177
722.531	725.938
724.083	729.268
728.400	729.893
728.990	731.626
729.078	735.248
730.655	737.316
730.822	738.643
744.376	750.437
744.128	750.620
747.791	753.585
750.378	753.986
747.268	754.949
755.344	756.821
756.634	757.682
758.709	762.572
765.450	767.028
766.445	772.936
770.728	775.569
772.976	779.229
773.791	779.917
790.674	796.346
790.331	796.761
795.084	797.987
797.355	801.633
800.647	804.018
802.588	806.031
805.041	807.199
808.622	811.449
810.214	812.711
813.423	815.711
816.054	819.096
817.781	819.870
820.225	827.771
821.669	830.387
825.219	831.450
825.554	831.872
828.215	833.847
834.831	835.810
838.540	839.735
847.135	853.758
851.011	856.726
851.288	857.552
855.230	858.567
855.683	859.667
855.484	861.505
858.818	862.290
867.214	875.492
868.751	875.643
867.252	875.662
872.076	877.815
876.946	878.093
880.312	883.060
880.173	884.096
882.874	885.261
882.597	888.509
884.095	888.829
886.888	889.690
886.506	890.108
888.356	891.508
890.391	893.973
896.485	899.912
898.622	902.469
904.699	905.485
906.092	908.658
909.175	913.880
909.910	916.184
911.436	918.104
911.231	918.628
914.026	918.743
916.715	919.450
924.081	933.246
928.594	936.060
934.697	939.039
934.990	940.316
935.190	941.173
936.069	941.249
935.436	942.157
946.966	953.698
950.962	955.544
949.709	956.070
954.030	958.784
952.037	960.365
959.211	962.422
960.203	962.808
959.418	965.115
963.507	967.487
965.851	968.675
962.654	974.709
972.980	979.888
981.232	984.580
981.856	985.674
982.770	987.032
973.050	987.595
989.341	994.864
994.406	996.422
