2.221	9.250
0.905	11.102
10.191	14.541
7.644	15.124
10.202	16.103
8.090	16.458
9.336	16.835
12.675	17.134
14.639	18.514
7.484	19.609
18.777	19.757
15.569	21.062
21.829	22.191
23.701	32.074
29.551	34.779
34.816	36.485
27.997	38.297
36.258	38.758
38.431	45.561
45.103	47.661
46.091	51.721
40.936	52.558
54.843	60.477
55.950	62.162
56.464	62.536
60.951	66.622
62.752	67.962
66.240	71.372
73.908	81.973
80.909	87.728
79.799	87.766
86.611	89.221
82.033	90.648
88.286	94.530
86.528	94.800
91.080	96.687
94.486	96.826
94.985	98.905
96.719	100.289
98.553	100.823
95.978	100.866
99.827	102.052
92.196	102.394
98.934	102.692
103.560	105.874
104.592	107.575
104.301	107.991
108.872	111.408
116.209	124.834
124.961	130.197
122.871	130.316
129.436	132.823
126.756	134.447
136.383	137.061
129.976	140.354
142.572	149.460
145.892	151.952
146.876	151.992
150.285	152.455
146.912	154.103
151.307	154.372
149.385	155.481
153.230	155.886
152.461	155.988
155.711	156.639
153.537	156.851
155.016	156.978
154.791	157.196
162.366	167.787
159.369	167.977
162.011	168.950
170.725	173.886
178.466	185.493
182.932	187.738
182.010	187.830
183.904	188.792
178.524	189.023
186.255	190.217
187.634	191.141
181.476	191.167
188.227	192.798
205.739	214.255
213.024	216.756
207.418	217.181
214.841	218.171
211.118	218.444
217.653	221.029
215.521	222.031
226.332	233.254
224.893	234.452
231.197	235.079
233.231	238.195
240.196	250.565
246.272	254.547
255.175	258.197
256.062	259.416
257.231	263.743
259.601	265.054
272.337	278.556
274.197	280.209
278.008	280.997
279.347	281.016
280.595	281.226
279.645	285.605
297.720	303.223
295.632	304.477
297.529	304.971
297.918	307.741
305.622	308.059
305.042	308.287
309.018	309.962
308.140	310.366
297.558	310.812
309.330	312.099
311.605	312.595
311.345	313.702
316.399	324.872
316.856	326.374
322.135	327.482
321.562	327.738
320.256	330.406
318.210	332.252
331.268	332.993
332.390	333.491
329.070	333.496
334.002	337.061
336.786	342.883
345.070	354.073
353.213	356.213
356.064	358.345
356.900	362.858
368.106	374.838
368.960	376.164
374.925	377.646
383.513	390.723
385.374	392.172
385.043	392.285
396.687	402.976
395.196	403.365
400.305	405.032
403.060	405.070
405.510	406.906
406.846	410.510
407.807	411.727
409.547	413.456
412.082	416.150
409.564	416.747
414.208	421.117
422.967	424.747
424.798	426.515
425.494	430.094
428.336	431.836
437.334	445.766
442.003	449.554
446.262	451.287
443.758	451.441
449.310	455.416
448.649	456.263
446.652	458.226
454.118	459.253
458.759	461.807
465.733	472.483
465.627	474.508
479.601	487.219
482.413	488.545
482.744	488.773
483.013	488.787
481.098	490.454
486.920	491.258
484.229	491.349
485.320	491.386
481.229	492.506
492.169	496.533
495.544	498.154
501.652	508.006
509.459	510.489
514.172	521.360
514.957	523.503
515.805	524.859
524.243	526.494
522.415	526.519
524.896	530.413
527.009	530.890
533.616	543.083
535.929	543.836
538.539	543.991
539.459	548.448
537.481	549.056
540.923	549.214
546.609	550.626
557.455	565.845
567.429	569.744
568.996	572.181
573.382	577.157
577.094	582.665
579.869	586.046
581.232	588.863
586.240	588.871
580.392	589.064
586.714	589.711
590.649	594.675
593.754	597.857
598.352	603.421
599.689	604.628
614.425	620.840
614.914	622.254
616.308	625.521
624.271	629.257
627.068	634.027
628.543	634.412
630.035	634.787
625.165	635.841
634.191	636.531
640.679	647.133
643.170	648.955
642.558	650.145
643.678	651.402
642.552	651.534
647.609	652.360
647.319	653.255
643.038	654.331
651.809	655.363
653.471	658.029
655.121	660.275
657.602	660.388
657.821	663.106
659.203	663.939
657.015	664.251
663.342	668.949
668.006	677.576
674.007	678.096
676.487	680.369
675.259	682.082
676.942	684.207
680.927	686.535
684.550	686.644
685.725	688.697
677.887	690.557
688.212	691.650
688.993	692.950
692.552	694.840
692.131	695.256
693.398	695.486
697.029	700.104
698.687	701.803
702.306	708.281
703.999	710.817
704.858	714.826
709.713	716.613
715.214	717.035
710.055	718.447
717.556	718.604
715.858	720.003
719.140	722.246
724.696	731.872
725.377	732.564
731.519	733.683
728.853	735.378
732.633	735.727
736.510	739.555
736.894	739.949
744.076	752.537
743.299	753.259
745.489	754.403
753.717	755.420
757.174	758.312
760.720	767.151
762.863	770.463
766.436	770.964
770.471	772.705
768.392	773.095
763.671	774.971
774.210	779.248
777.939	779.776
784.877	791.736
788.161	793.733
784.564	794.317
789.947	794.609
783.762	795.193
792.602	796.730
786.929	797.264
790.043	797.825
793.072	799.938
800.983	804.704
804.299	806.033
805.386	807.630
814.775	820.557
819.406	823.550
820.406	824.868
823.575	827.711
824.602	828.281
824.712	832.251
829.307	834.314
829.609	834.925
833.657	835.730
836.487	840.533
836.733	840.802
839.002	842.256
842.868	845.013
846.519	848.688
849.578	853.407
849.969	854.999
851.728	857.595
855.501	860.635
861.688	864.651
859.057	865.965
863.795	869.399
868.604	870.837
862.420	870.905
869.396	871.222
869.836	872.359
872.121	876.382
870.582	877.830
877.844	880.659
882.236	885.051
892.067	898.372
896.330	898.728
890.696	899.428
899.650	902.985
901.341	903.884
901.700	905.434
902.526	907.239
902.984	908.580
902.456	908.717
909.752	913.240
916.301	923.620
919.502	924.198
920.426	926.632
920.868	926.673
922.759	929.141
922.281	929.230
929.963	930.574
930.916	935.183
936.860	943.045
937.459	944.253
940.713	944.940
939.693	945.419
946.704	947.377
945.814	948.727
941.548	948.942
935.784	949.171
948.080	949.388
949.024	953.827
949.724	954.527
956.025	957.287
957.596	962.894
959.529	964.443
958.546	966.769
966.909	969.787
964.288	971.475
962.455	971.986
972.081	972.539
972.921	975.251
983.537	992.223
985.823	992.264
986.178	994.135
988.592	994.516
992.449	994.961
988.970	997.681
994.303	998.380
994.835	998.854
992.833	998.874
995.910	999.768
